Date,Open,High,Low,Close,Adj Close,Volume
2024-01-05,13.750000,14.390000,13.640000,13.770000,13.770000,2771000
2024-01-08,13.690000,13.945000,13.320000,13.890000,13.890000,2947400
2024-01-09,13.560000,13.630000,13.225000,13.320000,13.320000,3908800
2024-01-10,14.110000,14.230000,13.160000,13.470000,13.470000,5007400
2024-01-11,13.310000,13.390000,12.480000,12.970000,12.970000,4246500
2024-01-12,13.150000,13.220000,12.610000,12.730000,12.730000,3556100
2024-01-16,12.450000,12.475000,11.710000,11.850000,11.850000,6181300
2024-01-17,11.400000,11.660000,11.140000,11.260000,11.260000,4647500
2024-01-18,11.300000,11.450000,10.950000,11.270000,11.270000,7698500
2024-01-19,11.220000,11.429000,10.960000,11.400000,11.400000,5511400
2024-01-22,11.590000,12.345000,11.510000,12.060000,12.060000,5631300
2024-01-23,11.990000,12.320000,11.670000,11.930000,11.930000,5124600
2024-01-24,12.270000,12.570000,11.825000,11.870000,11.870000,4781900
2024-01-25,12.180000,12.620000,12.000000,12.470000,12.470000,4443700
2024-01-26,12.650000,12.860000,12.425000,12.470000,12.470000,3340500
2024-01-29,11.500000,11.920000,11.060000,11.900000,11.900000,8678300
2024-01-30,11.730000,11.750000,11.301000,11.360000,11.360000,4179500
2024-01-31,11.530000,12.240000,11.290000,11.320000,11.320000,5970800
2024-02-01,12.040000,12.420000,11.510000,12.010000,12.010000,6550100
2024-02-02,11.800000,12.000000,11.365000,11.600000,11.600000,4720300
2024-02-05,11.320000,11.420000,10.725000,11.030000,11.030000,3860700
2024-02-06,10.950000,11.360000,10.829000,11.310000,11.310000,3310600
2024-02-07,11.540000,11.610000,11.070000,11.300000,11.300000,2931200
2024-02-08,11.270000,11.590000,11.150000,11.520000,11.520000,2993200
2024-02-09,11.570000,11.715000,11.275000,11.530000,11.530000,4078300
2024-02-12,11.570000,12.465000,11.490000,12.320000,12.320000,4881000
2024-02-13,11.540000,11.725000,11.050000,11.250000,11.250000,5171400
2024-02-14,11.510000,11.775000,11.240000,11.710000,11.710000,4928000
2024-02-15,11.660000,12.050000,11.650000,11.970000,11.970000,7443800
2024-02-16,9.000000,9.950000,8.980000,9.880000,9.880000,27117900
2024-02-20,9.670000,9.800000,8.780000,8.920000,8.920000,12681700
2024-02-21,8.830000,8.990000,8.700000,8.960000,8.960000,6399800
2024-02-22,9.040000,9.040000,8.445000,8.600000,8.600000,7492300
2024-02-23,8.545000,8.800000,8.412000,8.580000,8.580000,5606500
2024-02-26,8.590000,8.780000,8.430000,8.700000,8.700000,5847300
2024-02-27,8.900000,9.340000,8.805000,9.320000,9.320000,7283400
2024-02-28,9.200000,9.430000,8.950000,8.990000,8.990000,3965200
2024-02-29,9.160000,9.375000,8.740000,8.770000,8.770000,4347400
2024-03-01,8.760000,9.140000,8.415000,9.080000,9.080000,6881000
2024-03-04,9.100000,9.130000,8.680000,9.030000,9.030000,4579900
2024-03-05,8.880000,9.300000,8.780000,9.120000,9.120000,6000500
2024-03-06,9.780000,9.810000,8.950000,9.540000,9.540000,7996100
2024-03-07,9.660000,10.490000,9.560000,10.440000,10.440000,7841300
2024-03-08,10.620000,10.920000,10.290000,10.310000,10.310000,5367200
2024-03-11,10.290000,10.720000,10.230000,10.460000,10.460000,4495100
2024-03-12,10.530000,10.620000,10.030000,10.300000,10.300000,4370400
2024-03-13,10.200000,10.530000,9.980000,10.030000,10.030000,3621000
2024-03-14,10.050000,10.160000,8.820000,9.030000,9.030000,9734100
2024-03-15,9.100000,9.270000,8.995000,9.260000,9.260000,4954900
2024-03-18,9.290000,9.880000,9.100000,9.780000,9.780000,6003100
2024-03-19,9.500000,9.660000,9.270000,9.470000,9.470000,3799000
2024-03-20,9.390000,9.725000,9.160000,9.590000,9.590000,3462900
2024-03-21,9.640000,10.000000,9.530000,9.820000,9.820000,3512900
2024-03-22,9.810000,9.920000,9.575000,9.870000,9.870000,3158700
2024-03-25,9.910000,10.250000,9.850000,10.040000,10.040000,5254200
2024-03-26,10.250000,11.220000,10.240000,10.800000,10.800000,10853700
2024-03-27,10.850000,11.160000,10.705000,11.030000,11.030000,4741200
2024-03-28,11.030000,11.340000,10.965000,11.240000,11.240000,4258000
2024-04-01,11.750000,11.755000,11.090000,11.730000,11.730000,5555200
2024-04-02,11.500000,11.880000,11.225000,11.750000,11.750000,6356500
2024-04-03,11.530000,11.785000,11.240000,11.710000,11.710000,4260800
2024-04-04,12.000000,12.500000,11.691000,11.790000,11.790000,5885600
2024-04-05,11.800000,12.080000,11.610000,11.690000,11.690000,3904800
2024-04-08,11.910000,12.040000,11.630000,11.670000,11.670000,3685600
2024-04-09,12.000000,12.510000,11.775000,11.880000,11.880000,5138000
2024-04-10,11.160000,11.520000,11.055000,11.420000,11.420000,5144100
2024-04-11,11.510000,11.615000,10.880000,11.380000,11.380000,3708600
2024-04-12,11.290000,11.440000,10.600000,10.740000,10.740000,4354400
2024-04-15,10.580000,10.750000,10.190000,10.240000,10.240000,5983400
2024-04-16,10.090000,10.205000,9.750000,9.880000,9.880000,7562300
2024-04-17,9.950000,10.040000,9.745000,9.800000,9.800000,4282800
2024-04-18,9.860000,10.080000,9.590000,9.750000,9.750000,4235300
2024-04-19,9.720000,9.840000,9.500000,9.630000,9.630000,14889900
2024-04-22,9.780000,9.780000,9.140000,9.320000,9.320000,6705400
2024-04-23,9.350000,10.280000,9.300000,9.830000,9.830000,6509700
2024-04-24,9.820000,9.895000,9.500000,9.640000,9.640000,3900200
2024-04-25,9.390000,9.580000,9.120000,9.550000,9.550000,5109700
2024-04-26,9.580000,10.660000,9.460000,10.600000,10.600000,7016800
2024-04-29,10.790000,11.190000,10.720000,10.990000,10.990000,5262000
2024-04-30,10.990000,11.440000,10.750000,11.130000,11.130000,6191600
2024-05-01,11.130000,11.905000,11.050000,11.310000,11.310000,4528500
2024-05-02,11.660000,11.660000,11.200000,11.440000,11.440000,3570800
2024-05-03,11.840000,12.230000,11.600000,11.800000,11.800000,4200400
2024-05-06,11.940000,12.370000,11.940000,12.200000,12.200000,3859800
2024-05-07,12.200000,12.330000,11.750000,11.770000,11.770000,5615200
2024-05-08,11.480000,11.810000,11.220000,11.800000,11.800000,3166100
2024-05-09,11.810000,12.040000,11.590000,11.740000,11.740000,6528600
2024-05-10,12.500000,13.540000,11.130000,11.160000,11.160000,11544500
2024-05-13,11.190000,12.290000,11.190000,11.550000,11.550000,5784500
2024-05-14,12.040000,13.070000,12.040000,12.480000,12.480000,7285300
2024-05-15,12.850000,13.090000,12.230000,12.860000,12.860000,7055700
2024-05-16,12.780000,12.810000,11.930000,12.230000,12.230000,5816000
2024-05-17,12.180000,12.340000,11.981000,12.330000,12.330000,3969200
2024-05-20,12.530000,13.115000,12.401000,12.920000,12.920000,5501900
2024-05-21,13.140000,15.140000,12.990000,15.130000,15.130000,17378900
2024-05-22,15.250000,18.139999,15.180000,17.645000,17.645000,21953377
